name,R2,R2_std,MAE,MAE_std,RMSE,RMSE_std,within_5_years,within_10_years,within_20_years,R2_seed_0,MCC_5,MCC_std_5,MCC_10,MCC_std_10,MCC_20,MCC_std_20
Spain_city-cv,0.31506846589886417,0.0,19.881623219890717,0.0,26.85867497508484,0.0,0.17265203552633748,0.34105196355807776,0.6141381285365491,0.31506846589886417,0.03494353887200294,0.0,0.07576831039711679,0.0,0.14359030718495622,0.0
Netherlands_city-cv,0.3796365590474383,0.0,15.3462649651985,0.0,20.902172919888436,0.0,0.26895595459281846,0.4736938635616006,0.7160310800653505,0.3796365590474383,0.0762457408205109,0.0,0.1447333872667029,0.0,0.23737823702034633,0.0
Spain_block-cv,0.3844879423370191,0.0,18.452138242843173,0.0,25.46122445606724,0.0,0.19987959751389875,0.3786770316082947,0.6490499519524227,0.3844879423370191,0.05048943106095839,0.0,0.10363856565462537,0.0,0.1908423282683362,0.0
France_city-cv,0.3916150312800427,0.0,18.325578751740526,0.0,24.74060417415268,0.0,0.21141498449348906,0.40003349097921415,0.661679004698949,0.3916150312800427,0.054535704855465106,0.0,0.11202978578561877,0.0,0.19715581807076815,0.0
France_block-cv,0.42128226811036285,0.0,17.607518390047012,0.0,24.129840876736584,0.0,0.2295498183004964,0.42474856235751485,0.6813289562339384,0.42128226811036285,0.06552021590166808,0.0,0.13132496743088096,0.0,0.22467207911383452,0.0
Spain_random-cv,0.42805995221683535,0.0,17.4779047709323,0.0,24.543486533648412,0.0,0.22220432180741376,0.4073536250144349,0.6736958588349803,0.42805995221683535,0.06459126107416516,0.0,0.127230366333136,0.0,0.2262065297392723,0.0
France_random-cv,0.45559323091811177,0.0,16.841685411455938,0.0,23.40360834034213,0.0,0.24937160127519978,0.4498278246889997,0.7007307994257141,0.45559323091811177,0.07744265758329741,0.0,0.1515483410051602,0.0,0.2521741489808378,0.0
Netherlands_block-cv,0.5134470454923816,0.0,12.50949543998042,0.0,18.511149794655225,0.0,0.3901943055410067,0.5939585733897156,0.7846521962057769,0.5134470454923816,0.1600473237892612,0.0,0.2697619646460917,0.0,0.38271213820539246,0.0
Netherlands_random-cv,0.6328572851890981,0.0,10.084358558421547,0.0,16.079990788812307,0.0,0.5013540558272366,0.685578607094091,0.8382638387335681,0.6328572851890981,0.24518926666769097,0.0,0.37703140070182667,0.0,0.49807670010629634,0.0
